ua,lon,lat,uf,bioma,municipio,lote,data,impedimento,status_derivado,fontes
GO_867,-52.02035,-18.89994,GO,Cerrado,Aporé,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_868,-51.84007,-18.9,GO,Cerrado,Aporé,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_869,-51.66035,-18.89999,GO,Cerrado,Itajá,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_87,-48.23999,-13.68009,GO,Cerrado,Minaçu,GO-01,2018/10/09 00:00:00,afloramento rochoso,medido_completo,ua|uso
GO_870,-51.48025,-18.89998,GO,Cerrado,Itajá,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_871,-51.30058,-18.90026,GO,Cerrado,Itarumã,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_872,-51.12052,-18.90006,GO,Cerrado,Itarumã,GO-03,2018/08/14 00:00:00,,medido_completo,ua|uso
GO_873,-50.93997,-18.9,GO,Cerrado,Caçu,GO-03,2018/08/14 00:00:00,,medido_completo,ua|uso
GO_874,-50.76002,-18.89992,GO,Cerrado,Paranaiguara,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_875,-50.5803,-18.89991,GO,Mata Atlântica,Paranaiguara,GO-02,2018/05/22 00:00:00,,medido_completo,ua|uso
GO_876,-51.66061,-19.08028,GO,Cerrado,Itajá,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_877,-51.48058,-19.08014,GO,Cerrado,Itajá,GO-03,2018/08/14 00:00:00,,medido_completo,ua|uso
GO_878,-51.30077,-19.08018,GO,Cerrado,Itajá,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_879,-51.12051,-19.08005,GO,Cerrado,Itarumã,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_88,-48.06,-13.68,GO,Cerrado,Cavalcante,GO-01,,,socioambiental,uso
GO_880,-50.94026,-19.08007,GO,Cerrado,Itarumã,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_881,-50.76025,-19.07983,GO,Cerrado,Caçu,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_882,-50.58005,-19.08001,GO,Mata Atlântica,São Simão,GO-02,2018/05/24 00:00:00,,medido_completo,ua|uso
GO_883,-51.12021,-19.25993,GO,Cerrado,Lagoa Santa,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_884,-50.94009,-19.25995,GO,Cerrado,Itajá,GO-02,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_885,-50.94019,-19.43984,GO,Cerrado,Itajá,GO-02,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_89,-47.88045,-13.68001,GO,Cerrado,Cavalcante,GO-01,2018/10/24 00:00:00,,medido_completo,ua|uso
GO_9,-50.58058,-13.1403,GO,Cerrado,São Miguel do Araguaia,GO-03,2018/10/09 00:00:00,,medido_completo,ua|uso
GO_90,-47.7001,-13.67991,GO,Cerrado,Cavalcante,GO-01,2018/10/26 00:00:00,,medido_completo,ua|uso
GO_91,-47.52006,-13.6801,GO,Cerrado,Cavalcante,GO-01,2018/10/19 00:00:00,,medido_completo,ua|uso
GO_92,-47.34057,-13.6803,GO,Cerrado,Cavalcante,GO-01,2018/10/03 00:00:00,,medido_completo,ua|uso
GO_93,-47.16007,-13.67997,GO,Cerrado,Teresina de Goiás,GO-01,2018/10/01 00:00:00,,medido_completo,ua|uso
GO_94,-46.98012,-13.68,GO,Cerrado,Nova Roma,GO-01,2018/10/03 00:00:00,,medido_completo,ua|uso
GO_95,-46.80012,-13.68004,GO,Cerrado,São Domingos,GO-01,2018/09/25 00:00:00,,medido_completo,ua|uso
GO_96,-46.62026,-13.68001,GO,Cerrado,São Domingos,GO-01,2018/09/28 00:00:00,,medido_completo,ua|uso
GO_97,-46.44008,-13.67999,GO,Cerrado,São Domingos,GO-01,2018/10/01 00:00:00,,medido_completo,ua|uso
GO_98,-46.26007,-13.6801,GO,Cerrado,São Domingos,GO-01,2018/09/24 00:00:00,,medido_completo,ua|uso
GO_99,-50.76024,-13.86014,GO,Cerrado,Nova Crixás,GO-03,2018/05/24 00:00:00,,medido_completo,ua|uso
